"category","image","detected","num_faces","avg_conf","image_path","n_gt_faces","avg_occlusion","pct_heavy_occlusion","avg_pose","pct_atypical_pose","avg_face_height","scale_category","occlusion_level","pose_level"
"0--Parade","0_Parade_Parade_0_377.jpg",TRUE,4,67,"0--Parade/0_Parade_Parade_0_377.jpg",28,0.607142857142857,0.142857142857143,0.107142857142857,0.107142857142857,29.8214285714286,"Small","Partial","Mostly Typical"
"0--Parade","0_Parade_marchingband_1_629.jpg",TRUE,3,27,"0--Parade/0_Parade_marchingband_1_629.jpg",41,0.292682926829268,0.0731707317073171,0.146341463414634,0.146341463414634,11.780487804878,"Small","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_137.jpg",TRUE,2,38.5,"0--Parade/0_Parade_Parade_0_137.jpg",16,0.6875,0.1875,0,0,19.6875,"Small","Partial","Mostly Typical"
"0--Parade","0_Parade_marchingband_1_309.jpg",TRUE,2,69.5,"0--Parade/0_Parade_marchingband_1_309.jpg",15,1.66666666666667,0.733333333333333,0,0,24.1333333333333,"Small","Heavy","Mostly Typical"
"0--Parade","0_Parade_Parade_0_616.jpg",TRUE,5,99,"0--Parade/0_Parade_Parade_0_616.jpg",5,0,0,0,0,107.2,"Medium","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_829.jpg",TRUE,4,89.75,"0--Parade/0_Parade_Parade_0_829.jpg",1,0,0,0,0,443,"Large","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_901.jpg",TRUE,3,99,"0--Parade/0_Parade_Parade_0_901.jpg",3,0,0,0,0,308,"Large","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_478.jpg",TRUE,3,56.3333333333333,"0--Parade/0_Parade_Parade_0_478.jpg",13,1,0.230769230769231,0.0769230769230769,0.0769230769230769,16.0769230769231,"Small","Partial","Mostly Typical"
"0--Parade","0_Parade_Parade_0_468.jpg",TRUE,8,61.5,"0--Parade/0_Parade_Parade_0_468.jpg",1,0,0,0,0,354,"Large","Low","Mostly Typical"
"0--Parade","0_Parade_marchingband_1_552.jpg",FALSE,0,NA,"0--Parade/0_Parade_marchingband_1_552.jpg",7,0.428571428571429,0.142857142857143,0.285714285714286,0.285714285714286,16.1428571428571,"Small","Low","Mixed"
"0--Parade","0_Parade_marchingband_1_869.jpg",TRUE,7,71.2857142857143,"0--Parade/0_Parade_marchingband_1_869.jpg",5,0.4,0.2,0.2,0.2,66.8,"Medium","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_286.jpg",TRUE,2,71,"0--Parade/0_Parade_Parade_0_286.jpg",27,0.888888888888889,0.333333333333333,0.037037037037037,0.037037037037037,21.2592592592593,"Small","Partial","Mostly Typical"
"0--Parade","0_Parade_marchingband_1_593.jpg",FALSE,0,NA,"0--Parade/0_Parade_marchingband_1_593.jpg",86,0.337209302325581,0.0581395348837209,0,0,9.94186046511628,"Small","Low","Mostly Typical"
"0--Parade","0_Parade_Parade_0_459.jpg",TRUE,6,83.3333333333333,"0--Parade/0_Parade_Parade_0_459.jpg",7,0.714285714285714,0.285714285714286,0,0,147.857142857143,"Medium","Partial","Mostly Typical"
"0--Parade","0_Parade_Parade_0_443.jpg",TRUE,6,87.8333333333333,"0--Parade/0_Parade_Parade_0_443.jpg",17,0.294117647058824,0.117647058823529,0.0588235294117647,0.0588235294117647,31.9411764705882,"Medium","Low","Mostly Typical"
"0--Parade","0_Parade_marchingband_1_910.jpg",TRUE,9,58.4444444444444,"0--Parade/0_Parade_marchingband_1_910.jpg",14,0.857142857142857,0.357142857142857,0.0714285714285714,0.0714285714285714,48,"Medium","Partial","Mostly Typical"
"0--Parade","0_Parade_Parade_0_639.jpg",TRUE,5,86.6,"0--Parade/0_Parade_Parade_0_639.jpg",37,0.837837837837838,0.27027027027027,0,0,27.7027027027027,"Small","Partial","Mostly Typical"
"0--Parade","0_Parade_Parade_0_611.jpg",TRUE,6,84,"0--Parade/0_Parade_Parade_0_611.jpg",18,0.722222222222222,0.277777777777778,0.0555555555555556,0.0555555555555556,31.7222222222222,"Medium","Partial","Mostly Typical"
"0--Parade","0_Parade_Parade_0_887.jpg",TRUE,9,91.7777777777778,"0--Parade/0_Parade_Parade_0_887.jpg",8,0,0,0.125,0.125,75.375,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_604.jpg",TRUE,4,98.25,"3--Riot/3_Riot_Riot_3_604.jpg",4,0,0,0.25,0.25,204,"Medium","Low","Mixed"
"3--Riot","3_Riot_Riot_3_137.jpg",TRUE,16,81.875,"3--Riot/3_Riot_Riot_3_137.jpg",52,0.826923076923077,0.346153846153846,0.0192307692307692,0.0192307692307692,23.4423076923077,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_716.jpg",TRUE,4,86,"3--Riot/3_Riot_Riot_3_716.jpg",3,0,0,0,0,131.333333333333,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_306.jpg",TRUE,3,83.6666666666667,"3--Riot/3_Riot_Riot_3_306.jpg",11,0.818181818181818,0.272727272727273,0.181818181818182,0.181818181818182,54,"Medium","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_1037.jpg",TRUE,15,83.0666666666667,"3--Riot/3_Riot_Riot_3_1037.jpg",18,0.222222222222222,0.0555555555555556,0.0555555555555556,0.0555555555555556,43.5555555555556,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_772.jpg",TRUE,1,99,"3--Riot/3_Riot_Riot_3_772.jpg",1,0,0,0,0,244,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_542.jpg",FALSE,0,NA,"3--Riot/3_Riot_Riot_3_542.jpg",76,0.815789473684211,0.223684210526316,0,0,13.3421052631579,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_318.jpg",TRUE,3,96,"3--Riot/3_Riot_Riot_3_318.jpg",4,0.25,0,0,0,144.5,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_725.jpg",TRUE,12,77.3333333333333,"3--Riot/3_Riot_Riot_3_725.jpg",20,0.55,0.15,0.05,0.05,25.45,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_186.jpg",TRUE,5,63.4,"3--Riot/3_Riot_Riot_3_186.jpg",5,0.6,0.2,0,0,43.2,"Medium","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_689.jpg",TRUE,3,93.6666666666667,"3--Riot/3_Riot_Riot_3_689.jpg",3,0,0,0,0,138,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_354.jpg",TRUE,1,73,"3--Riot/3_Riot_Riot_3_354.jpg",9,0.777777777777778,0.222222222222222,0.111111111111111,0.111111111111111,27.6666666666667,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_963.jpg",TRUE,3,56,"3--Riot/3_Riot_Riot_3_963.jpg",1,1,0,0,0,680,"Large","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_263.jpg",TRUE,4,79.5,"3--Riot/3_Riot_Riot_3_263.jpg",14,0.857142857142857,0.357142857142857,0.0714285714285714,0.0714285714285714,21.8571428571429,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_480.jpg",TRUE,3,99,"3--Riot/3_Riot_Riot_3_480.jpg",3,0,0,0,0,137.333333333333,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_184.jpg",TRUE,5,58.8,"3--Riot/3_Riot_Riot_3_184.jpg",9,0.777777777777778,0.333333333333333,0,0,39.3333333333333,"Medium","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_26.jpg",TRUE,30,82.1,"3--Riot/3_Riot_Riot_3_26.jpg",58,0.689655172413793,0.206896551724138,0.0689655172413793,0.0689655172413793,32.6034482758621,"Medium","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_199.jpg",TRUE,4,59.5,"3--Riot/3_Riot_Riot_3_199.jpg",56,0.714285714285714,0.25,0.0178571428571429,0.0178571428571429,19.3571428571429,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_488.jpg",TRUE,3,99,"3--Riot/3_Riot_Riot_3_488.jpg",3,0.333333333333333,0,0,0,125.333333333333,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_415.jpg",TRUE,2,30.5,"3--Riot/3_Riot_Riot_3_415.jpg",17,0.470588235294118,0.117647058823529,0.117647058823529,0.117647058823529,26.2941176470588,"Small","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_765.jpg",TRUE,2,75,"3--Riot/3_Riot_Riot_3_765.jpg",2,0,0,0,0,216,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_521.jpg",TRUE,7,82,"3--Riot/3_Riot_Riot_3_521.jpg",7,0,0,0.428571428571429,0.428571428571429,109.142857142857,"Medium","Low","Mixed"
"3--Riot","3_Riot_Riot_3_166.jpg",TRUE,2,68.5,"3--Riot/3_Riot_Riot_3_166.jpg",1,1,0,0,0,53,"Medium","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_322.jpg",TRUE,6,68,"3--Riot/3_Riot_Riot_3_322.jpg",1,2,1,0,0,156,"Medium","Heavy","Mostly Typical"
"3--Riot","3_Riot_Riot_3_106.jpg",TRUE,5,46.8,"3--Riot/3_Riot_Riot_3_106.jpg",1,0,0,0,0,212,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_123.jpg",TRUE,1,32,"3--Riot/3_Riot_Riot_3_123.jpg",1,2,1,0,0,58,"Medium","Heavy","Mostly Typical"
"3--Riot","3_Riot_Riot_3_506.jpg",TRUE,4,47.25,"3--Riot/3_Riot_Riot_3_506.jpg",2,0,0,0,0,77.5,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_393.jpg",TRUE,3,58.6666666666667,"3--Riot/3_Riot_Riot_3_393.jpg",13,0.615384615384615,0.0769230769230769,0,0,19.6153846153846,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_750.jpg",TRUE,4,50,"3--Riot/3_Riot_Riot_3_750.jpg",1,0,0,0,0,402,"Large","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_273.jpg",TRUE,7,83.7142857142857,"3--Riot/3_Riot_Riot_3_273.jpg",9,0,0,0,0,40.1111111111111,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_710.jpg",TRUE,1,86,"3--Riot/3_Riot_Riot_3_710.jpg",7,0.857142857142857,0.142857142857143,0.285714285714286,0.285714285714286,49,"Medium","Partial","Mixed"
"3--Riot","3_Riot_Riot_3_436.jpg",TRUE,3,67.6666666666667,"3--Riot/3_Riot_Riot_3_436.jpg",1,0,0,0,0,208,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_438.jpg",TRUE,2,68.5,"3--Riot/3_Riot_Riot_3_438.jpg",6,0.666666666666667,0,0,0,22.5,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_666.jpg",TRUE,2,99,"3--Riot/3_Riot_Riot_3_666.jpg",2,0,0,0,0,206,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_993.jpg",TRUE,4,99,"3--Riot/3_Riot_Riot_3_993.jpg",4,0,0,0,0,150,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_405.jpg",TRUE,3,87,"3--Riot/3_Riot_Riot_3_405.jpg",3,0.333333333333333,0,0,0,234.666666666667,"Medium","Low","Mostly Typical"
"3--Riot","3_Riot_Riot_3_101.jpg",TRUE,1,55,"3--Riot/3_Riot_Riot_3_101.jpg",6,1.83333333333333,0.833333333333333,0,0,55.8333333333333,"Medium","Heavy","Mostly Typical"
"3--Riot","3_Riot_Riot_3_790.jpg",TRUE,3,71.6666666666667,"3--Riot/3_Riot_Riot_3_790.jpg",12,0.666666666666667,0.0833333333333333,0,0,22,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_522.jpg",TRUE,4,67.75,"3--Riot/3_Riot_Riot_3_522.jpg",14,1.28571428571429,0.428571428571429,0,0,24.7142857142857,"Small","Partial","Mostly Typical"
"3--Riot","3_Riot_Riot_3_958.jpg",TRUE,15,83,"3--Riot/3_Riot_Riot_3_958.jpg",27,0.925925925925926,0.407407407407407,0.037037037037037,0.037037037037037,32.8518518518519,"Medium","Partial","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_189.jpg",TRUE,2,95.5,"4--Dancing/4_Dancing_Dancing_4_189.jpg",2,1,0.5,0,0,110,"Medium","Partial","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_124.jpg",TRUE,1,82,"4--Dancing/4_Dancing_Dancing_4_124.jpg",2,0,0,0,0,124.5,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1028.jpg",TRUE,1,100,"4--Dancing/4_Dancing_Dancing_4_1028.jpg",1,0,0,0,0,358,"Large","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_769.jpg",TRUE,2,99,"4--Dancing/4_Dancing_Dancing_4_769.jpg",5,0.2,0,0,0,42.4,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1043.jpg",TRUE,2,43.5,"4--Dancing/4_Dancing_Dancing_4_1043.jpg",3,0,0,0.666666666666667,0.666666666666667,22.6666666666667,"Small","Low","Mixed"
"4--Dancing","4_Dancing_Dancing_4_489.jpg",TRUE,35,87.2857142857143,"4--Dancing/4_Dancing_Dancing_4_489.jpg",39,0.153846153846154,0.0512820512820513,0,0,44.4615384615385,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_718.jpg",TRUE,3,63.6666666666667,"4--Dancing/4_Dancing_Dancing_4_718.jpg",1,0,0,0,0,141,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_960.jpg",TRUE,2,63,"4--Dancing/4_Dancing_Dancing_4_960.jpg",1,0,0,0,0,268,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_384.jpg",TRUE,5,77.2,"4--Dancing/4_Dancing_Dancing_4_384.jpg",1,0,0,0,0,186,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_253.jpg",TRUE,4,84.25,"4--Dancing/4_Dancing_Dancing_4_253.jpg",3,0,0,0,0,79.3333333333333,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_878.jpg",TRUE,3,51.3333333333333,"4--Dancing/4_Dancing_Dancing_4_878.jpg",1,0,0,0,0,160,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_715.jpg",TRUE,6,86.8333333333333,"4--Dancing/4_Dancing_Dancing_4_715.jpg",8,0.125,0,0,0,44.875,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_224.jpg",TRUE,4,84.25,"4--Dancing/4_Dancing_Dancing_4_224.jpg",2,0,0,0,0,136.5,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1026.jpg",TRUE,7,79.7142857142857,"4--Dancing/4_Dancing_Dancing_4_1026.jpg",6,0.333333333333333,0.166666666666667,0,0,145,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1036.jpg",TRUE,3,86.6666666666667,"4--Dancing/4_Dancing_Dancing_4_1036.jpg",2,0,0,0,0,188,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_517.jpg",TRUE,1,93,"4--Dancing/4_Dancing_Dancing_4_517.jpg",2,0,0,0,0,379,"Large","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_240.jpg",TRUE,6,99,"4--Dancing/4_Dancing_Dancing_4_240.jpg",6,0,0,0,0,77.5,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_289.jpg",TRUE,1,92,"4--Dancing/4_Dancing_Dancing_4_289.jpg",1,0,0,0,0,82,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_922.jpg",TRUE,5,63.4,"4--Dancing/4_Dancing_Dancing_4_922.jpg",1,0,0,0,0,483,"Large","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1029.jpg",TRUE,3,96.6666666666667,"4--Dancing/4_Dancing_Dancing_4_1029.jpg",3,0,0,0,0,118.666666666667,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_375.jpg",TRUE,2,67,"4--Dancing/4_Dancing_Dancing_4_375.jpg",2,0,0,0,0,101,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_97.jpg",TRUE,5,80.8,"4--Dancing/4_Dancing_Dancing_4_97.jpg",6,0,0,0,0,27,"Small","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_194.jpg",FALSE,0,NA,"4--Dancing/4_Dancing_Dancing_4_194.jpg",2,0,0,0.5,0.5,53.5,"Medium","Low","Mixed"
"4--Dancing","4_Dancing_Dancing_4_378.jpg",TRUE,4,71.75,"4--Dancing/4_Dancing_Dancing_4_378.jpg",6,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,80.8333333333333,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_854.jpg",TRUE,4,99,"4--Dancing/4_Dancing_Dancing_4_854.jpg",4,0,0,0,0,130.5,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_327.jpg",TRUE,1,98,"4--Dancing/4_Dancing_Dancing_4_327.jpg",1,2,1,0,0,117,"Medium","Heavy","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_983.jpg",TRUE,2,99.5,"4--Dancing/4_Dancing_Dancing_4_983.jpg",2,0,0,0,0,283,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_1000.jpg",TRUE,2,95.5,"4--Dancing/4_Dancing_Dancing_4_1000.jpg",1,0,0,0,0,608,"Large","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_514.jpg",TRUE,3,86.3333333333333,"4--Dancing/4_Dancing_Dancing_4_514.jpg",2,0,0,0,0,118,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_162.jpg",TRUE,2,93,"4--Dancing/4_Dancing_Dancing_4_162.jpg",1,0,0,0,0,278,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_53.jpg",TRUE,4,97.5,"4--Dancing/4_Dancing_Dancing_4_53.jpg",4,0.5,0.25,0.25,0.25,92,"Medium","Partial","Mixed"
"4--Dancing","4_Dancing_Dancing_4_813.jpg",TRUE,2,99,"4--Dancing/4_Dancing_Dancing_4_813.jpg",2,0,0,0,0,159,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_57.jpg",TRUE,1,40,"4--Dancing/4_Dancing_Dancing_4_57.jpg",11,0.454545454545455,0.181818181818182,0,0,37.0909090909091,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_319.jpg",TRUE,18,84.4444444444444,"4--Dancing/4_Dancing_Dancing_4_319.jpg",28,0.464285714285714,0.178571428571429,0.0357142857142857,0.0357142857142857,39.7142857142857,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_21.jpg",TRUE,5,58,"4--Dancing/4_Dancing_Dancing_4_21.jpg",1,0,0,0,0,122,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_41.jpg",TRUE,5,35,"4--Dancing/4_Dancing_Dancing_4_41.jpg",14,0.142857142857143,0.0714285714285714,0.0714285714285714,0.0714285714285714,29.2142857142857,"Small","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_156.jpg",TRUE,1,97,"4--Dancing/4_Dancing_Dancing_4_156.jpg",7,0.428571428571429,0.142857142857143,0.285714285714286,0.285714285714286,57.8571428571429,"Medium","Low","Mixed"
"4--Dancing","4_Dancing_Dancing_4_84.jpg",TRUE,11,93.3636363636364,"4--Dancing/4_Dancing_Dancing_4_84.jpg",19,0.368421052631579,0.105263157894737,0,0,31.6315789473684,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_915.jpg",TRUE,6,64.1666666666667,"4--Dancing/4_Dancing_Dancing_4_915.jpg",1,0,0,0,0,276,"Medium","Low","Mostly Typical"
"4--Dancing","4_Dancing_Dancing_4_885.jpg",TRUE,5,77.2,"4--Dancing/4_Dancing_Dancing_4_885.jpg",1,0,0,0,0,315,"Large","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Accident_5_796.jpg",TRUE,4,98.5,"5--Car_Accident/5_Car_Accident_Accident_5_796.jpg",4,0,0,0,0,102.5,"Medium","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Accident_5_234.jpg",FALSE,0,NA,"5--Car_Accident/5_Car_Accident_Accident_5_234.jpg",52,1.23076923076923,0.384615384615385,0,0,12.0384615384615,"Small","Partial","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Car_Crash_5_544.jpg",TRUE,5,83.6,"5--Car_Accident/5_Car_Accident_Car_Crash_5_544.jpg",6,0,0,0,0,126.833333333333,"Medium","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Accident_5_982.jpg",TRUE,3,99,"5--Car_Accident/5_Car_Accident_Accident_5_982.jpg",3,0,0,0,0,54.3333333333333,"Medium","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Accident_5_641.jpg",TRUE,1,45,"5--Car_Accident/5_Car_Accident_Accident_5_641.jpg",4,0.25,0,0.25,0.25,14.5,"Small","Low","Mixed"
"5--Car_Accident","5_Car_Accident_Car_Crash_5_457.jpg",TRUE,3,64,"5--Car_Accident/5_Car_Accident_Car_Crash_5_457.jpg",2,1,0.5,0.5,0.5,157,"Medium","Partial","Mixed"
"5--Car_Accident","5_Car_Accident_Accident_5_628.jpg",TRUE,2,77.5,"5--Car_Accident/5_Car_Accident_Accident_5_628.jpg",18,0.333333333333333,0.111111111111111,0,0,29.8333333333333,"Small","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Accident_5_388.jpg",TRUE,1,95,"5--Car_Accident/5_Car_Accident_Accident_5_388.jpg",3,0.333333333333333,0,0.333333333333333,0.333333333333333,23.6666666666667,"Small","Low","Mixed"
"5--Car_Accident","5_Car_Accident_Car_Crash_5_866.jpg",TRUE,2,63,"5--Car_Accident/5_Car_Accident_Car_Crash_5_866.jpg",2,0.5,0,1,1,73,"Medium","Partial","Mostly Atypical"
"5--Car_Accident","5_Car_Accident_Accident_5_244.jpg",TRUE,1,30,"5--Car_Accident/5_Car_Accident_Accident_5_244.jpg",10,0.3,0.1,0.1,0.1,30.6,"Medium","Low","Mostly Typical"
"5--Car_Accident","5_Car_Accident_Car_Crash_5_475.jpg",FALSE,0,NA,"5--Car_Accident/5_Car_Accident_Car_Crash_5_475.jpg",1,2,1,0,0,30,"Medium","Heavy","Mostly Typical"
